age,gender,country,state,is_self_employed,family_history,treatment,work_interfere,num_employees,remote_work,is_tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_conseq,physical_health_conseq,coworkers,supervisor,mental_health_interview,physical_health_interview,mental_vs_physical,observed_consequence,age_group,continent,country_grouped
27,Male,United States,TN,No,No,No,Sometimes,100-500,No,Yes,Yes,Unknown,Yes,Yes,Unknown,4,Unsure,No,Unsure,Yes,No,Unsure,Unknown,No,25-34,North America,United States
25,Male,Canada,UNKNOWN,No,No,Yes,Often,6-25,Yes,No,Unknown,No,No,Unknown,Unknown,2,Yes,Unsure,No,No,No,Unsure,Unknown,No,25-34,North America,Canada
35,Male,United States,OR,No,No,Yes,Rarely,100-500,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,4,No,No,Unsure,Yes,No,No,Unknown,No,35-44,North America,United States
36,Male,United States,WA,Yes,No,Yes,Never,1-5,No,Yes,No,Yes,No,No,Unknown,1,Unsure,No,Unsure,Yes,No,No,Yes,No,35-44,North America,United States
26,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Unknown,No,Unknown,Unknown,4,Yes,No,No,No,No,No,No,No,25-34,North America,United States
27,Male,United States,CA,No,Yes,No,Unknown,More than 1000,No,Yes,Unknown,No,Unknown,Unknown,Unknown,0,No,No,Yes,Yes,Unsure,Unsure,Yes,No,25-34,North America,United States
30,Male,United States,VT,No,No,No,Unknown,6-25,No,No,Unknown,Unknown,No,Unknown,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
29,Male,United States,NY,No,No,No,Unknown,100-500,No,No,Unknown,Unknown,No,Unknown,Unknown,4,Unsure,No,No,No,No,Unsure,Unknown,No,25-34,North America,United States
25,Male,United States,UT,No,No,No,Never,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,0,No,No,Unsure,Yes,Unsure,Unsure,Yes,No,25-34,North America,United States
22,Female,United States,NY,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Unsure,No,No,Unsure,No,No,Yes,Yes,18-24,North America,United States
29,Male,Latvia,NY,No,No,No,Unknown,26-100,No,Yes,No,Yes,No,No,Unknown,1,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,25-34,Europe,Other
41,Male,United States,SD,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,1,No,No,Unsure,Yes,Unsure,Unsure,Yes,No,35-44,North America,United States
29,Male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,Unknown,Unknown,4,Yes,No,Unsure,Unsure,No,Unsure,No,No,25-34,North America,United States
32,Male,United States,OR,No,No,No,Never,500-1000,No,Yes,Yes,Unknown,Unknown,Yes,Yes,1,No,No,Unsure,Yes,Unsure,Unsure,Yes,No,25-34,North America,United States
24,Female,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,4,Unsure,No,Unsure,No,No,Unsure,Unknown,No,18-24,North America,United States
25,Male,United States,CA,No,No,Yes,Rarely,6-25,No,Yes,Yes,No,Unknown,No,Unknown,4,Unsure,No,No,No,No,No,Unknown,No,25-34,North America,United States
25,Male,United States,CA,No,No,No,Unknown,More than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unsure,No,No,No,No,Unsure,Unknown,No,25-34,North America,United States
30,Female,United States,CO,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Unsure,Unsure,No,Unsure,No,No,Unknown,No,25-34,North America,United States
25,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,4,No,No,Yes,Yes,No,No,Yes,No,25-34,North America,United States
30,Male,United States,OH,Yes,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Unknown,4,Unsure,No,Unsure,Unsure,No,Unsure,Unknown,No,25-34,North America,United States
33,Male,Germany,UNKNOWN,Yes,Yes,Yes,Rarely,1-5,No,No,No,No,No,No,Unknown,2,Yes,Yes,No,No,Unsure,No,Yes,Yes,25-34,Europe,Germany
24,Male,United States,WA,No,No,No,Unknown,26-100,No,Yes,Yes,Unknown,Yes,Yes,Yes,0,No,No,Unsure,Unsure,No,Unsure,Yes,No,18-24,North America,United States
25,Male,Canada,UNKNOWN,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Unknown,Unknown,4,Yes,Unsure,Unsure,No,No,No,No,No,25-34,North America,Canada
31,Male,United States,OH,No,No,No,Unknown,100-500,No,No,Unknown,No,No,No,Yes,1,Unsure,No,No,No,No,Yes,No,No,25-34,North America,United States
45,Male,Ireland,UNKNOWN,Yes,No,Yes,Often,1-5,No,Yes,No,No,No,No,Unknown,3,No,No,No,No,No,No,Unknown,No,45-54,Europe,Ireland
29,Male,Romania,UNKNOWN,No,No,No,Unknown,6-25,Yes,No,No,Yes,No,No,Unknown,4,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,25-34,Europe,Other
46,Male,United States,WA,No,No,No,Never,26-100,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,0,No,No,Unsure,Unsure,Unsure,Unsure,Unknown,No,45-54,North America,United States
30,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,26-100,No,Yes,Unknown,No,No,Unknown,Unknown,4,Yes,Unsure,No,No,No,Unsure,Unknown,No,25-34,Europe,United Kingdom
29,Female,United States,CA,Yes,No,No,Sometimes,More than 1000,No,Yes,Yes,Unknown,Unknown,No,Unknown,0,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
24,Male,United States,MA,No,No,No,Unknown,More than 1000,No,Yes,Yes,Yes,Unknown,Unknown,Yes,4,Yes,No,No,No,No,Unsure,Unknown,No,18-24,North America,United States
29,Male,United States,WA,No,No,No,Unknown,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,Unsure,Yes,No,Unsure,Yes,No,25-34,North America,United States
35,Male,United States,MI,No,No,No,Unknown,26-100,No,No,Unknown,Unknown,No,Unknown,Unknown,4,No,No,Yes,Yes,No,No,No,No,35-44,North America,United States
33,Female,United States,WA,No,Yes,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,Unknown,3,Yes,Unsure,Unsure,Unsure,No,Unsure,No,No,25-34,North America,United States
27,Male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0,Yes,No,No,No,No,Unsure,No,No,25-34,North America,United States
36,Male,United States,IA,No,No,No,Unknown,More than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,No,Unknown,No,35-44,North America,United States
33,Male,United Kingdom,UNKNOWN,No,No,No,Rarely,1-5,Yes,Yes,Unknown,No,No,No,Unknown,4,Yes,Unsure,No,No,No,Unsure,No,No,25-34,Europe,United Kingdom
25,Female,United States,WA,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,4,No,No,Unsure,Yes,No,No,Unknown,No,25-34,North America,United States
23,Male,United States,AL,No,Yes,Yes,Sometimes,100-500,No,No,Unknown,No,No,No,Unknown,4,No,No,Yes,Yes,Unsure,Yes,Unknown,No,18-24,North America,United States
54,Male,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,Unknown,No,Yes,Yes,Unknown,4,No,No,No,Yes,No,No,Unknown,No,45-54,North America,United States
22,Male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,Unknown,No,Unknown,Unknown,Unknown,4,Unsure,No,Unsure,No,No,Unsure,Unknown,No,18-24,North America,United States
25,Others,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,No,Yes,No,25-34,North America,United States
29,Male,Belgium,UNKNOWN,No,No,No,Often,6-25,No,No,Unknown,No,No,No,Unknown,4,Unsure,No,Yes,Yes,Unsure,Unsure,Unknown,No,25-34,Europe,Other
27,Male,United States,MA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,4,No,No,No,No,No,Yes,Yes,No,25-34,North America,United States
30,Male,United Kingdom,UNKNOWN,No,No,No,Never,6-25,No,Yes,No,No,No,Unknown,Unknown,0,No,No,Unsure,Yes,No,Unsure,Yes,No,25-34,Europe,United Kingdom
26,Male,United States,CA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,4,Unsure,No,Unsure,No,No,No,Unknown,No,25-34,North America,United States
25,Female,Sweden,UNKNOWN,No,Yes,No,Sometimes,6-25,No,Yes,Yes,Yes,Yes,No,Unknown,1,No,No,Unsure,Yes,No,No,No,No,25-34,Europe,Other
31,Male,United States,CA,No,No,Yes,Sometimes,500-1000,No,No,No,Yes,No,Unknown,Yes,4,No,No,Unsure,No,No,No,No,No,25-34,North America,United States
33,Male,United States,IN,No,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,4,Unsure,No,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
34,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Unknown,Yes,Yes,4,Unsure,Unsure,No,No,No,No,Unknown,No,25-34,North America,United States
34,Male,United States,WA,No,No,Yes,Sometimes,100-500,Yes,Yes,No,No,No,No,Unknown,1,Yes,Yes,Unsure,Unsure,No,Unsure,Unknown,No,25-34,North America,United States
29,Male,United States,IN,Yes,No,No,Unknown,1-5,Yes,Yes,No,Yes,No,No,Yes,0,No,No,Yes,Yes,Unsure,Unsure,Yes,No,25-34,North America,United States
33,Female,United States,WA,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Unknown,2,Unsure,No,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
34,Male,Germany,UNKNOWN,Yes,Yes,Yes,Rarely,26-100,Yes,Yes,No,No,No,Unknown,Unknown,2,No,No,Yes,Yes,No,Unsure,Yes,No,25-34,Europe,Germany
26,Male,United States,OK,Yes,Yes,Yes,Rarely,100-500,Yes,No,No,No,No,Unknown,No,4,Unsure,No,Unsure,Yes,No,Yes,No,No,25-34,North America,United States
32,Male,United States,MI,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,4,No,No,Unsure,Yes,No,Yes,Yes,No,25-34,North America,United States
,Male,United States,OH,No,No,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,No,Unknown,4,Unsure,No,Unsure,No,No,No,No,No,,North America,United States
28,Male,United States,GA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Unknown,Unknown,No,Unknown,Unknown,2,Unsure,Unsure,No,No,No,No,No,No,25-34,North America,United States
35,Male,United States,CA,No,Yes,No,Unknown,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,0,No,No,Unsure,Yes,No,No,Unknown,No,35-44,North America,United States
36,Male,United States,UNKNOWN,No,Yes,Yes,Often,100-500,No,Yes,No,Yes,No,No,Yes,0,No,No,Unsure,Unsure,No,No,Unknown,No,35-44,North America,United States
21,Male,United States,IN,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,Unknown,Yes,4,No,No,Yes,Yes,Unsure,Unsure,Unknown,No,18-24,North America,United States
21,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,6-25,No,No,Unknown,Unknown,No,No,No,0,Yes,No,Unsure,No,No,Unsure,No,No,18-24,Europe,United Kingdom
22,Female,United States,WA,No,No,No,Unknown,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,1,No,No,No,Unsure,No,No,Yes,No,18-24,North America,United States
41,Male,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,No,Yes,Yes,Unknown,2,Unsure,No,Yes,Unsure,No,Unsure,No,Yes,35-44,North America,United States
55,Male,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,Yes,Yes,No,No,Yes,No,55+,North America,United States
32,Female,United States,WA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Unsure,No,Unsure,Yes,No,Unsure,Yes,No,25-34,North America,United States
21,Female,United States,CA,No,Yes,Yes,Rarely,26-100,No,Yes,Unknown,Unknown,Unknown,No,Unknown,1,Yes,No,Unsure,No,No,Yes,Unknown,No,18-24,North America,United States
45,Male,United States,MA,No,No,Yes,Never,26-100,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,4,Unsure,No,No,Unsure,No,Unsure,Unknown,No,45-54,North America,United States
27,Female,United States,WA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,No,Yes,4,Yes,Unsure,No,No,No,No,No,No,25-34,North America,United States
25,Female,United States,WA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Unknown,No,No,No,Unknown,4,Unsure,No,Unsure,Yes,No,No,Yes,No,25-34,North America,United States
34,Female,United States,NY,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,3,Unsure,Unsure,Unsure,Unsure,No,No,Yes,No,25-34,North America,United States
26,Female,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,4,Unsure,No,No,No,No,No,Unknown,No,25-34,North America,United States
41,Male,Canada,UNKNOWN,No,No,Yes,Never,500-1000,No,Yes,Yes,Unknown,No,Unknown,Unknown,1,No,No,Unsure,Unsure,No,No,Unknown,No,35-44,North America,Canada
27,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,4,No,No,Unsure,Yes,No,Unsure,Yes,No,25-34,North America,United States
31,Male,United States,IN,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Unknown,4,No,No,Yes,Yes,No,No,Unknown,No,25-34,North America,United States
25,Male,Germany,UNKNOWN,No,Yes,Yes,Often,26-100,Yes,Yes,No,No,No,No,Yes,1,No,No,Yes,Yes,No,Yes,No,No,25-34,Europe,Germany
26,Male,United States,NV,No,No,Yes,Sometimes,6-25,No,Yes,Unknown,No,No,No,Unknown,4,Yes,Yes,Unsure,No,No,No,No,No,25-34,North America,United States
27,Female,United States,CO,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,Unknown,Unknown,4,Unsure,Unsure,No,Yes,No,No,Unknown,No,25-34,North America,United States
42,Male,New Zealand,UNKNOWN,No,No,No,Never,500-1000,No,Yes,Unknown,Unknown,No,No,Unknown,4,No,No,Unsure,Yes,Unsure,Unsure,Unknown,No,35-44,Oceania,New Zealand
29,Others,United States,CA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,No,No,Unknown,3,Yes,No,Unsure,No,No,Unsure,No,No,25-34,North America,United States
25,Female,United States,CA,No,No,Yes,Sometimes,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,2,Yes,No,Unsure,No,No,Unsure,Unknown,No,25-34,North America,United States
33,Female,Sweden,UNKNOWN,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,4,Unsure,No,Unsure,No,No,Yes,Unknown,No,25-34,Europe,Other
,Others,Zimbabwe,UNKNOWN,Yes,Yes,Yes,Often,1-5,No,Yes,No,Yes,No,No,No,3,Yes,Yes,No,No,Yes,No,No,Yes,,Africa,Other
40,Female,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,No,Unknown,Unknown,Unknown,1,Unsure,Unsure,No,No,No,No,Unknown,No,35-44,North America,United States
31,Male,United States,SC,No,No,No,Never,More than 1000,No,Yes,Unknown,No,No,Unknown,Unknown,1,Yes,No,Unsure,No,No,No,Unknown,No,25-34,North America,United States
26,Male,Canada,UNKNOWN,No,Yes,Yes,Often,26-100,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,0,No,No,Yes,Yes,No,No,Yes,No,25-34,North America,Canada
24,Female,United States,TX,No,Yes,No,Unknown,500-1000,No,No,No,No,No,No,No,3,Yes,Unsure,No,No,No,Unsure,No,Yes,18-24,North America,United States
29,Male,United States,TX,No,No,No,Never,More than 1000,No,No,Yes,Unknown,No,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
48,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,26-100,No,Yes,Unknown,No,No,No,Unknown,4,Unsure,Unsure,No,No,No,No,No,No,45-54,Europe,United Kingdom
35,Male,United Kingdom,UNKNOWN,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,3,Unsure,Unsure,Unsure,Yes,No,Unsure,No,Yes,35-44,Europe,United Kingdom
32,Female,United States,AL,No,No,No,Never,100-500,No,Yes,Unknown,Unknown,No,No,Unknown,4,Unsure,No,No,Unsure,No,Unsure,Unknown,No,25-34,North America,United States
29,Male,Canada,UNKNOWN,No,No,Yes,Sometimes,100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,1,Unsure,No,Unsure,Unsure,No,Unsure,Yes,No,25-34,North America,Canada
26,Male,United States,OR,No,Yes,Yes,Often,6-25,No,Yes,Yes,Yes,No,No,Unknown,2,Unsure,No,Unsure,Yes,No,No,No,No,25-34,North America,United States
28,Male,United States,NJ,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Unknown,4,Unsure,No,Unsure,No,No,Unsure,No,No,25-34,North America,United States
23,Male,United States,CA,No,No,No,Unknown,More than 1000,No,Yes,Unknown,No,No,Unknown,Unknown,4,No,No,Unsure,Yes,No,Unsure,No,No,18-24,North America,United States
35,Male,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Unknown,3,Unsure,Unsure,Unsure,Unsure,No,Unsure,No,Yes,35-44,North America,United States
29,Male,Germany,UNKNOWN,No,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,No,No,No,Unknown,0,Unsure,No,Unsure,Unsure,Unsure,Unsure,Unknown,No,25-34,Europe,Germany
26,Male,United States,CA,No,Yes,No,Unknown,6-25,No,Yes,Yes,Yes,No,Yes,Yes,0,No,No,Unsure,Yes,Unsure,Unsure,No,No,25-34,North America,United States
33,Male,United States,NH,No,Yes,Yes,Never,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,4,Yes,Unsure,Yes,Unsure,No,No,Yes,No,25-34,North America,United States
33,Male,United States,CA,No,No,No,Unknown,More than 1000,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,4,Yes,No,Unsure,No,No,Unsure,Yes,No,25-34,North America,United States
22,Male,Brazil,UNKNOWN,Yes,No,No,Never,6-25,Yes,Yes,Unknown,No,No,No,Unknown,1,No,No,Yes,Yes,Unsure,No,Unknown,No,18-24,South America,Other
30,Female,Spain,UNKNOWN,No,Yes,No,Unknown,500-1000,No,Yes,No,No,No,No,Unknown,4,Yes,Unsure,No,No,No,No,Unknown,No,25-34,Europe,Other
33,Male,United States,OH,No,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,Yes,No,No,Unknown,1,Yes,No,No,No,No,No,No,No,25-34,North America,United States
31,Female,United States,OH,No,Yes,Yes,Rarely,More than 1000,No,No,Unknown,Unknown,No,Unknown,Unknown,3,Yes,Unsure,No,No,No,Unsure,No,No,25-34,North America,United States
21,Male,United States,MA,No,Yes,No,Never,More than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,Unsure,Unsure,No,Unsure,Unknown,Yes,18-24,North America,United States
31,Others,United Kingdom,UNKNOWN,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Unknown,No,No,No,Unknown,4,Yes,Unsure,No,No,No,Yes,Yes,No,25-34,Europe,United Kingdom
26,Female,United States,OK,No,No,Yes,Sometimes,100-500,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,2,No,No,Unsure,Unsure,No,No,Yes,No,25-34,North America,United States
30,Male,United States,CA,No,Yes,No,Often,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,1,Unsure,No,Unsure,Yes,No,No,Unknown,No,25-34,North America,United States
30,Others,Germany,UNKNOWN,No,Yes,Yes,Sometimes,100-500,No,Yes,Unknown,Unknown,No,No,Unknown,2,No,No,Yes,Yes,Unsure,Unsure,No,No,25-34,Europe,Germany
23,Male,India,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Unknown,4,No,No,Unsure,Yes,Unsure,Unsure,No,No,18-24,Asia,India
34,Male,Finland,UNKNOWN,No,No,No,Never,6-25,No,Yes,No,No,No,No,Unknown,1,No,No,Yes,Yes,No,Unsure,Unknown,No,25-34,Europe,Other
55,Male,United States,ID,No,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,Unknown,Unknown,4,Yes,Unsure,No,No,No,No,No,Yes,55+,North America,United States
28,Male,Germany,UNKNOWN,No,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,No,No,No,Yes,0,No,No,Yes,Yes,No,No,Yes,No,25-34,Europe,Germany
26,Male,Uruguay,UNKNOWN,No,No,No,Unknown,26-100,Yes,Yes,Unknown,No,Unknown,No,Unknown,4,No,No,Unsure,No,No,Yes,Unknown,No,25-34,South America,Other
28,Male,New Zealand,UNKNOWN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,No,Unknown,0,No,No,Yes,Yes,Yes,Yes,Yes,No,25-34,Oceania,New Zealand
32,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,Unknown,Unknown,1,No,No,Unsure,Yes,No,No,Unknown,No,25-34,Europe,United Kingdom
28,Female,United States,NY,No,No,Yes,Rarely,More than 1000,No,No,Yes,Yes,No,Unknown,Unknown,4,Unsure,No,No,No,No,No,Unknown,No,25-34,North America,United States
21,Male,United States,CA,No,No,No,Sometimes,6-25,No,No,Unknown,Unknown,No,Yes,Yes,4,No,No,Unsure,Unsure,Unsure,Unsure,Yes,No,18-24,North America,United States
24,Male,United States,TX,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Yes,No,No,Unknown,2,Yes,No,Unsure,Unsure,No,Unsure,No,Yes,18-24,North America,United States
26,Female,United States,MD,No,No,No,Unknown,More than 1000,No,No,Yes,Unknown,Yes,Unknown,Unknown,4,Unsure,No,Unsure,No,No,No,Unknown,No,25-34,North America,United States
23,Male,United States,IN,No,No,No,Unknown,More than 1000,No,No,Yes,No,No,No,Unknown,4,No,No,Yes,No,No,Yes,Unknown,No,18-24,North America,United States
24,Female,United States,OR,No,No,No,Unknown,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,Unsure,Unsure,Yes,Yes,Yes,No,18-24,North America,United States
28,Male,Canada,UNKNOWN,Yes,No,No,Never,100-500,Yes,Yes,Unknown,No,No,No,Unknown,1,Unsure,No,Unsure,Yes,No,No,Yes,No,25-34,North America,Canada
24,Female,United States,NY,No,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,No,Unknown,0,Yes,No,No,Unsure,No,Yes,Yes,No,18-24,North America,United States
33,Male,United States,MS,Yes,No,Yes,Often,1-5,Yes,Yes,No,No,No,No,Yes,1,Yes,Unsure,Unsure,Unsure,Yes,Yes,Unknown,No,25-34,North America,United States
34,Male,United States,NJ,No,No,No,Sometimes,26-100,No,Yes,Unknown,No,No,No,Unknown,4,Unsure,No,Yes,Yes,No,Unsure,Unknown,No,25-34,North America,United States
27,Female,United States,CA,No,No,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,2,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
28,Male,United States,TN,No,No,No,Never,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,4,No,No,Unsure,Yes,No,No,Unknown,No,25-34,North America,United States
26,Male,United States,WA,No,No,No,Unknown,More than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,Unsure,Yes,No,No,Unknown,Yes,25-34,North America,United States
20,Male,Australia,UNKNOWN,No,No,No,Unknown,100-500,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,0,No,No,Unsure,Yes,No,No,Unknown,No,18-24,Oceania,Australia
23,Female,United States,MA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Unknown,Unknown,4,Unsure,No,Unsure,No,No,Unsure,Unknown,No,18-24,North America,United States
29,Male,United States,PA,No,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,Yes,Yes,Unsure,Unsure,Yes,No,25-34,North America,United States
26,Male,United Kingdom,UNKNOWN,No,Yes,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,4,Unsure,Unsure,No,No,No,Unsure,No,No,25-34,Europe,United Kingdom
36,Male,United States,KY,No,No,No,Rarely,More than 1000,Yes,Yes,Yes,No,Yes,Unknown,Unknown,1,Unsure,No,No,No,No,No,Unknown,No,35-44,North America,United States
41,Male,United States,PA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,4,Unsure,No,Unsure,Yes,Unsure,Yes,Yes,Yes,35-44,North America,United States
33,Female,United States,MA,No,No,No,Unknown,100-500,Yes,Yes,Yes,No,Unknown,No,Unknown,4,No,No,Unsure,Yes,No,No,Yes,No,25-34,North America,United States
23,Male,Canada,UNKNOWN,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Yes,0,No,No,Yes,Yes,No,No,Yes,No,18-24,North America,Canada
39,Male,United States,CA,No,Yes,No,Often,More than 1000,No,Yes,Yes,No,No,Unknown,Unknown,4,Yes,No,Unsure,Unsure,No,Unsure,No,Yes,35-44,North America,United States
34,Male,United States,VT,No,Yes,No,Unknown,More than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,Unsure,Unknown,Yes,25-34,North America,United States
26,Female,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Unknown,2,Yes,Unsure,Unsure,Unsure,No,No,No,Yes,25-34,North America,United States
24,Male,United States,AZ,No,No,Yes,Rarely,26-100,No,Yes,Yes,Yes,Yes,No,Unknown,4,No,No,Unsure,Yes,No,No,Unknown,No,18-24,North America,United States
37,Male,Canada,UNKNOWN,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,35-44,North America,Canada
43,Male,United States,MA,Yes,Yes,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,No,Yes,0,No,No,Yes,Yes,Unsure,Unsure,Yes,No,35-44,North America,United States
40,Others,United States,VA,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Unknown,Yes,4,Yes,Unsure,No,Unsure,No,Unsure,Yes,No,35-44,North America,United States
30,Male,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,No,Unknown,3,Yes,No,Unsure,No,No,No,No,Yes,25-34,North America,United States
34,Male,United States,CA,No,No,Yes,Sometimes,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,4,Yes,Yes,Unsure,No,No,No,Unknown,No,25-34,North America,United States
27,Male,United States,OR,No,Yes,Yes,Sometimes,100-500,No,Yes,Unknown,Unknown,No,Unknown,Unknown,4,Yes,No,No,No,No,Yes,Unknown,No,25-34,North America,United States
36,Male,United States,MI,No,No,No,Sometimes,More than 1000,No,Yes,Unknown,No,No,No,Yes,1,No,No,Yes,Yes,Unsure,Yes,Unknown,No,35-44,North America,United States
